user_ID,item_ID,rating
243,0449006522,6
243,0446364800,9
243,0060915544,10
243,044023722X,7
243,0375400117,10
243,0316601950,9
243,0060977493,7
243,155874262X,5
243,0316899984,7
243,0425163407,9
254,0064471047,7
254,0142001740,9
254,0439064872,9
254,0618002227,8
254,0618002219,9
254,0451526341,8
254,0439139597,9
254,0451167317,8
254,0380789035,10
254,0671021001,7
254,0439064864,9
254,0439136369,9
254,0451524934,9
254,0590353403,9
638,0316603287,9
638,0670892963,7
638,0446525537,9
638,0316666343,10
638,0316969443,10
638,0316776963,10
638,0385504209,10
638,0316693200,9
638,0679442790,10
638,0446531332,10
638,0446523569,10
638,0316693006,10
638,0345339711,10
638,0679746048,7
638,0316769487,10
638,0385505833,10
1131,0679772677,7
1131,0671793489,7
1131,0060934417,8
1131,0671004565,6
1131,0345370805,7
1131,0070212570,7
1131,0060976845,7
1131,0743418174,7
1131,0312983824,6
1131,0446672211,7
1435,0971880107,5
1435,080410753X,10
1435,0060915544,10
1435,0684848783,5
1435,0451208765,4
1435,0345387651,5
1435,0345378490,5
1435,155874262X,10
1435,0451183665,7
1435,068484267X,8
2766,0446611867,7
2766,0553279912,7
2766,0060958022,8
2766,0971880107,6
2766,0440219078,8
2766,0446516538,6
2766,0385508417,7
2766,0316666343,9
2766,1558745718,7
2766,0440211263,8
2766,0446310786,10
2766,0449005615,9
2766,0767902521,8
2891,140003065X,9
2891,0804106304,7
2891,0060928336,6
2891,0671003755,7
2891,0449912558,9
2891,0156027321,5
2891,0142001740,7
2891,1400032717,8
2891,0385482388,7
2891,0553211404,7
4017,1573225789,9
4017,0375500510,10
4017,0452280621,10
4017,0671510053,10
4017,0375707972,10
4017,067976402X,10
4017,0385502532,9
4017,0345443284,10
4017,0316096199,10
4017,0380730138,9
4017,0316666343,10
4017,0688177859,7
4017,0060915544,8
4017,0140042598,10
4017,0671038184,10
4017,0375705856,9
4017,038533334X,10
4017,0140244824,10
4017,0345424719,10
4017,0060929871,9
4017,0446677450,10
4017,0060930187,10
4017,068484477X,5
4017,0060964049,9
4017,068484267X,10
4017,0446516538,7
4017,0452282829,10
4017,0316899984,5
4017,0446310786,10
4017,0385265700,9
5582,0679720200,10
5582,0451191153,10
5582,014028009X,10
5582,0451191145,10
5582,0380789035,9
5582,0312966970,10
5582,0140293248,9
5582,1558744150,5
5582,0345423402,10
5582,044651652X,7
6073,0440226430,6
6073,0345427637,6
6073,0679735909,10
6073,0802130208,10
6073,0385474547,9
6073,0380002930,10
6073,0679723161,10
6073,0440214041,5
6073,0553273914,9
6242,0312291639,5
6242,1573227331,6
6242,0312282990,6
6242,068484267X,8
6242,0060934417,7
6242,0375707972,8
6242,0452264464,5
6242,068484477X,8
6242,0375706410,8
6242,0375726403,7
6242,039592720X,5
6242,0060958022,6
6242,0142001430,7
6242,0312144075,5
6242,0060987103,7
6242,0446670251,5
6242,0871136791,8
6242,0140293248,5
6242,1573228214,6
6242,1573225789,7
6242,0679746048,5
6242,1573229326,6
6251,0786817070,8
6251,043935806X,9
6251,0609610597,3
6251,0440222656,7
6251,0375727345,6
6251,0380789035,7
6251,0786885688,8
6251,0670894605,8
6251,0394820371,10
6251,0060392452,10
6251,0312980140,7
6251,0440206154,7
6251,0316569321,8
6251,0439136350,10
6251,0385484518,7
6251,0553210092,7
6251,0061009059,7
6251,0140067477,10
6251,0679731148,7
6251,0312966091,9
6251,0441003257,10
6251,067976402X,8
6251,0446532231,10
6251,0440224675,6
6251,1400032717,10
6251,0440998050,10
6543,0345436911,8
6543,0446605484,10
6543,0060987103,10
6543,1400031362,8
6543,0380813815,10
6543,0345445848,7
6543,0385722206,6
6543,0061009059,8
6543,1400031354,7
6543,0312306326,6
6543,0061020710,6
6543,0385721420,7
6543,0440212561,8
6543,014025448X,8
6543,0142001740,9
6543,0805062971,8
6543,0446610038,9
6543,1400031346,6
6543,0553274503,8
6543,1573225789,9
6543,0767905385,7
6543,0345342968,8
6563,0385484518,10
6563,0446675059,8
6563,0060199652,8
6563,0786881852,8
6563,0440211727,10
6563,0439139600,9
6563,0440224594,9
6563,0060915544,9
6563,0786868716,10
6563,0312278586,7
6563,0060987103,8
6563,0440213525,9
6563,0446613266,9
6563,0060987529,8
6563,0061097101,10
6563,0743418174,9
6563,059035342X,8
6563,0767900383,3
6563,0671021001,2
6563,1400031346,8
6563,0684872153,1
6563,0385335830,7
6575,0060934417,9
6575,0743227441,7
6575,0312966970,9
6575,0060502258,8
6575,0345416260,8
6575,0452282152,6
6575,0141000198,4
6575,0375706771,7
6575,0156007754,8
6575,0671001795,9
6575,0446606812,2
6575,0375502238,7
6575,0140298479,6
6575,0446527785,1
6575,0060987103,9
6575,0316776963,8
6575,0679457526,7
6575,0451163966,8
6575,0375706410,9
6575,038533334X,4
6575,0679746048,9
6575,0312265867,9
6575,0375725784,7
6575,0385722206,9
6575,1400031346,9
6575,0140293248,8
6575,0679429220,6
6575,0385484518,6
6575,0446604666,7
6575,1400034779,9
6575,0312980140,9
6575,0679745203,8
6575,034536676X,7
6575,0385335482,5
6575,0312144075,9
6575,0804106304,9
6575,0060929790,8
6575,0312282990,9
6575,0380977788,9
6575,014029628X,7
6575,0679731148,7
6575,014028009X,4
6575,0375760911,7
6575,0804111359,2
6575,0609804138,8
6575,1400031354,9
6575,0312243022,7
6575,0345413350,5
6575,0385474547,8
6575,0345391802,8
6575,0446672211,8
6575,0316779423,5
6575,068484267X,9
6575,080410753X,8
6575,0142001740,8
6575,0375705856,8
6575,0894808249,6
7125,0786868716,10
7125,0743418174,8
7125,0060096195,8
7125,0671028375,9
7125,038079487X,7
7125,0140293248,6
7125,0060930535,8
7125,1400031354,10
7125,0375760911,9
7125,0553582763,8
7158,0142000205,9
7158,0316168688,8
7158,0446520802,10
7158,074343627X,1
7158,0446672211,8
7158,0671510053,9
7158,0446608955,9
7158,0671038184,8
7158,0316693235,5
7158,0446610399,9
7158,155874262X,7
7158,0440226104,7
7158,0446605484,8
7158,0446611085,8
7158,0553582747,8
7283,0743417682,7
7283,0671004107,8
7283,0060934417,10
7283,044023722X,10
7283,0375707972,10
7283,0312278586,9
7283,0060987103,9
7283,0743418174,8
7283,0345441036,8
7283,0385722206,10
7346,0671617028,8
7346,0802139256,8
7346,0060096195,8
7346,0804106304,9
7346,014029628X,8
7346,0671001795,8
7346,0345380371,9
7346,0316096199,8
7346,0399145087,7
7346,1558531025,9
7346,043936213X,9
7346,0312966970,8
7346,0670892963,7
7346,0345348036,8
7346,0440234743,9
7346,0440236673,8
7346,0064472272,6
7346,0345391055,7
7346,0743227441,9
7346,0312924585,9
7346,0312201656,8
7346,0440221471,9
7346,0140254544,8
7346,0590353403,10
7346,0375726403,8
7346,0671880187,7
7346,0440940001,9
7346,0684872153,7
7346,0449219461,7
7346,080410753X,8
7346,0345370775,8
7346,0449219364,8
7346,0425147622,8
7346,0399147195,8
7346,0385730586,7
7346,0553284789,6
7346,0312980140,8
7346,0440225701,10
7346,0786868716,7
7346,0451526341,8
7346,0446359866,7
7346,0609804138,7
7346,0060987103,7
7346,0380977788,9
7346,0064471047,9
7346,0671250671,8
7346,0449003787,8
7346,0440241073,8
7346,0385479565,8
7915,0061009059,8
7915,0312195516,10
7915,042511774X,8
7915,0312980140,10
7915,0312966091,8
7915,0452282152,9
7915,0679745203,5
7915,0609804138,3
7915,044022103X,7
7915,0312265840,9
7915,0440212561,9
7915,0786868716,10
7915,0312976275,10
7915,0440226430,7
7915,0385504209,10
7915,0440215625,10
8066,0743418174,8
8066,0767905385,7
8066,0060502258,9
8066,0871136791,7
8066,0345446860,8
8066,0679734775,7
8066,0142001740,10
8066,014100018X,8
8066,1573225517,7
8066,0312243022,9
8066,0446672211,7
8066,0767900383,8
8067,0060096195,10
8067,0061009059,10
8067,0312980159,10
8067,0312966970,10
8067,0312265859,10
8067,0385472951,10
8067,0671001795,10
8067,0446610542,9
8067,0375760911,10
8067,014028009X,5
8067,0312983271,10
8067,0743469801,10
8067,0312306326,7
8067,0385335830,9
8067,0312980140,10
8067,031298328X,10
8245,080213825X,8
8245,0446603716,8
8245,0671038184,8
8245,0452282152,10
8245,0345446860,7
8245,0385722206,7
8245,0887307876,9
8245,0671708635,8
8245,044021145X,9
8245,0060199652,6
8245,0312195516,9
8245,0446606324,9
8245,0316777722,8
8245,0440215625,7
8245,0439064872,8
8245,0609804138,9
8245,0142001430,9
8245,0156027321,9
8245,0684874350,8
8245,0156528207,8
8245,0553268880,9
8245,0688170528,8
8245,0452282829,6
8245,140003065X,9
8253,067976402X,10
8253,0375703861,8
8253,0446531332,10
8253,0380977788,10
8253,0312201656,10
8253,0316569321,10
8253,038572179X,10
8253,0425152251,10
8253,034536676X,10
8253,0060391626,9
8253,0060929871,10
8253,0375726403,7
8253,0060930535,10
8253,0345436911,8
8253,0316666343,10
8253,0446310786,10
8253,0060915544,9
8253,0060928336,10
8253,0671021001,10
8253,0060929790,7
8253,0449212602,10
8253,0441172717,9
8253,0671867113,10
8253,044021145X,9
8253,0385490445,8
8253,0446520802,10
8253,0060977493,8
8454,0142001805,8
8454,0385720106,6
8454,0060977493,8
8454,0805063897,9
8454,0316601950,9
8454,0156027321,9
8454,0316781266,8
8454,0060987103,10
8454,076790592X,8
8454,0140298479,8
8454,0060987529,9
8454,0316780375,8
8454,0375703861,7
8454,0060987561,6
8454,0140293248,7
8454,0743418174,8
8454,038572179X,8
8454,0767905180,8
8454,0449911519,10
8454,1400032717,10
8454,0679731148,10
8454,0142001740,9
8681,0590353403,8
8681,0679745203,8
8681,0142001740,9
8681,1573225517,10
8681,0385490445,10
8681,0553572997,7
8681,0345350499,7
8681,0312195516,8
8681,1573227331,8
8681,0375756981,7
8681,0525947647,10
8681,0618002219,8
10314,0375700757,6
10314,0679442790,5
10314,0060976845,9
10314,0743227441,9
10314,0380730138,5
10314,0375702709,7
10314,038572179X,7
10314,014023313X,5
10314,1558744150,6
10314,0316776963,7
10314,0142000205,6
10314,0385265700,6
10314,0553572997,8
10314,0312195516,9
10314,0316601950,8
10314,1573225789,8
10314,068484477X,7
10314,0786867647,9
10314,1573229326,7
10314,0375413634,7
10447,0316789089,3
10447,0452282152,7
10447,0060188731,9
10447,0894808249,7
10447,0375703055,6
10447,0345465083,10
10447,0385505833,7
10447,0060915544,9
10447,080411935X,8
10447,0060987529,9
10447,0060916508,7
10447,038079487X,7
10447,0451203895,5
10447,0060928336,9
10447,0060976845,8
10447,0743412028,4
10447,0452284449,9
10447,0786868716,7
10447,0671041789,7
10447,155874262X,6
10447,0743237188,3
10447,0140254544,9
10560,043935806X,10
10560,059035342X,10
10560,0312195516,9
10560,0743418174,8
10560,0385504209,10
10560,0439139600,9
10560,0345384466,8
10560,0316666343,8
10560,0767905385,8
10560,0375760911,10
10560,0439136369,10
10560,0452284449,8
10560,0671027360,8
11224,0061009059,7
11224,0316666343,9
11224,0385504209,9
11224,0971880107,1
11224,0553210092,6
11224,0679444815,5
11224,0440224764,7
11224,0670892963,8
11224,0316781142,5
11224,0440234743,6
11224,155874262X,8
11224,0385424728,7
11224,0440220602,7
11224,0452260116,2
11224,067088300X,6
11245,0671004549,9
11245,0671758896,8
11245,0345413903,6
11245,0671867113,10
11245,0446605409,7
11245,0671004530,8
11245,0425180964,9
11245,0425122123,8
11245,0671867156,8
11245,0440241537,9
11245,0446667900,6
11245,0671004573,8
12538,0842329242,9
12538,067102423X,8
12538,002542730X,10
12538,0671021001,9
12538,0380012863,7
12538,0064472272,9
12538,0060915544,9
12538,1558745718,10
12538,0316096199,8
12538,0553296981,7
12538,0679746048,8
13273,0375412824,10
13273,0446672211,9
13273,0060930535,9
13273,0804105820,7
13273,0385503954,5
13273,0380789019,9
13273,0385508042,5
13273,0064407675,8
13273,0802139256,9
13273,0316601950,9
13273,014025448X,8
13273,0385504209,9
13273,0439139597,9
13273,0312265867,7
13273,0312983271,7
13273,0688177751,8
13273,0670894605,9
13273,0743211375,7
13273,0671004549,8
13273,1400031346,8
13273,0316693006,5
13552,0440224764,9
13552,0425128164,2
13552,0385484518,10
13552,0440234743,8
13552,0345384466,10
13552,0786868716,9
13552,0440211727,9
13552,0743418204,9
13552,0451153553,9
13552,0380710218,8
13552,0440241537,8
13552,0425124347,8
13552,0425169863,9
13552,0385504209,10
13552,0425153975,9
13552,0515126772,8
13552,0425154092,8
13552,0515133973,9
13552,0515128554,7
13552,0060096195,7
13552,044651652X,8
13552,0373218192,8
13552,0425115801,10
13552,0140298479,9
13552,0451156609,10
13552,0440220602,7
13552,0141000198,9
13552,0515121843,7
13552,0553260111,8
13552,0312995423,8
13552,051513628X,8
13552,044022165X,8
13552,0515128546,7
13850,089480829X,6
13850,080411868X,9
13850,006016848X,7
13850,0786868716,5
13850,0385484518,10
13850,0316769487,9
13850,0060502258,10
13850,1558531025,9
13850,0345342968,10
13850,0446612545,9
13850,0894805770,6
14422,0440213290,8
14422,0553280368,8
14422,0060928336,9
14422,0679745203,5
14422,0446365386,10
14422,0440235162,9
14422,0446603589,8
14422,0060976845,9
14422,0743418174,9
14422,0345348036,9
14422,0316601950,9
14422,044651652X,7
14422,0553260111,9
14422,0316781010,8
14422,0316781142,7
14422,1400034779,9
14422,0618002219,8
14422,0688177751,7
14422,155874262X,7
14422,0375727345,8
15049,0894805770,8
15049,0842329242,8
15049,006016848X,8
15049,0842329218,8
15049,0553289411,8
15049,0440439884,10
15049,0064400557,9
15049,089480829X,8
15049,0553250531,8
15049,0842329129,8
15049,0842329250,8
15602,0140298479,10
15602,0385336179,9
15602,0345351525,9
15602,0142001740,10
15602,0385504209,9
15602,0316284955,8
15602,0684801523,8
15602,0385335482,9
15602,0312291639,7
15602,0312305060,10
15602,0385721420,9
15602,0385335881,8
15602,0451191153,7
15602,038550926X,9
15602,0156628708,7
15602,0375725784,8
15602,0743418174,10
15602,0316776963,10
16009,0440235596,8
16009,0060987103,9
16009,0743227441,8
16009,0786868716,6
16009,0316969443,5
16009,0060987529,9
16009,0525947647,9
16009,0385336179,6
16009,0451209907,8
16106,0786885688,9
16106,0671027360,10
16106,0060987103,7
16106,0451203895,7
16106,0375707972,9
16106,034541389X,7
16106,0312278586,8
16106,1400034779,10
16106,0345465083,10
16106,0449006522,8
16106,0679735909,10
16634,006016848X,7
16634,0446359866,7
16634,0380789019,9
16634,0060392452,8
16634,0449212602,8
16634,0375725784,3
16634,0805063889,8
16634,0440213525,7
16634,0345313860,10
16634,0345350499,10
16634,0553210092,8
16634,0441304834,8
16634,067976402X,8
16634,0451166892,10
16634,0316284955,8
16634,0385199570,10
16634,0811825558,8
16634,0380018179,7
17003,0060392452,10
17003,0060915544,10
17003,0316666343,9
17003,0142004235,9
17003,0060922532,5
17003,0452269571,10
17003,0804106304,8
17003,0786866586,10
17003,0375703764,8
17003,0060921145,10
17003,0316776963,7
17003,080411109X,8
17003,0060938455,10
17003,0446532231,10
17003,0312422156,8
17003,0345337662,7
17950,0684874350,8
17950,044651652X,9
17950,0679446486,8
17950,0446605239,6
17950,0385484518,8
17950,0385490992,5
17950,080411109X,2
17950,068484267X,5
17950,0440211727,5
17950,0064407667,10
17950,0375702709,8
17950,0446516538,7
17950,0380730138,3
17950,0440213525,5
17950,0385497466,5
17950,0670865796,7
17950,0064407675,10
17950,0316769487,9
17950,0684853507,10
17950,0345443284,4
17950,0553569155,5
17950,0684867621,5
17950,0446608955,10
17950,1558744150,8
17950,0553296981,8
19085,0671024248,9
19085,0451188462,9
19085,0345417623,8
19085,0446601241,9
19085,0425170349,9
19085,0380789019,8
19085,0345441036,9
19085,0743467523,9
19085,0425155404,7
19085,0446364193,8
19085,0553580221,8
20060,0345413881,8
20060,0345416260,10
20060,0440235162,10
20060,044021145X,9
20060,0425182878,10
20060,0446612545,9
20060,0743436210,3
20060,0671042262,7
20060,0446611212,10
20060,0425153975,9
20060,0440241073,9
20060,0767900383,9
20060,0425182908,2
20060,0446611808,9
20060,0440224764,9
20060,0446607193,9
20180,0312195516,10
20180,0449219364,8
20180,0312243022,8
20180,0553280368,8
20180,0060502258,8
20180,0345439104,8
20180,0451169530,10
20180,0451186362,8
20180,0446672211,8
20180,0743227441,8
20180,0060928336,10
20180,0061015725,8
20180,0070212570,9
20180,0060930535,8
20180,0449221512,8
20180,0553284789,8
20180,0060976845,8
20180,0743417682,8
20180,0671041789,10
20180,0553271636,8
20180,1573225789,10
20180,0553280341,8
20180,0140298479,8
21011,0060915544,8
21011,0060958022,10
21011,031242227X,5
21011,0743237188,8
21011,0679442790,9
21011,0743203631,8
21011,0345445848,5
21011,0684857820,7
21011,0142001740,10
21011,0375705856,7
21011,1558745157,7
21011,0312291639,8
21011,0345439104,8
21011,0385503954,10
21011,0679731148,8
21014,044022103X,8
21014,0312305060,8
21014,0060932759,8
21014,0140177396,8
21014,0375500510,8
21014,0425163407,8
21014,0670894605,8
21014,0060959037,8
21014,0671510053,8
21014,014029628X,8
21014,0345370775,5
21014,0688170528,9
21014,0440235596,8
21014,0060175400,7
21014,0553250426,10
21014,0553250531,9
21014,044900371X,6
21014,0064407667,8
21014,0425167313,8
21014,0375707972,4
21014,0385503954,8
